CustomerID,TotalOrders,TotalRevenue,AverageRevenue
49881,5,888563.5642,177712.71284
52395,12,2531326.9852,210943.915433333
54906,7,2545470.2685,363638.609785714
54987,4,770846.1656,192711.5414
57507,7,1588012.1137,226858.873385714
57786,7,1617676.0445,231096.577785714
59058,4,1082620.2312,270655.0578
63153,5,994727.585,198945.517
64399,8,1925872.4354,240734.054425
65217,8,1623678.3706,202959.796325
66354,4,1115330.8244,278832.7061
66499,7,3197165.7557,456737.9651
71267,5,2128953.6853,425790.73706
71594,7,1696926.0061,242418.000871429
73340,11,2605255.9072,236841.446109091
73518,6,1477877.1738,246312.8623
75051,9,3846231.355,427359.039444444
77956,11,3688247.3738,335295.2158
80433,7,2100571.1877,300081.598242857
80771,9,2884598.0968,320510.899644445
82235,7,1582539.269,226077.038428571
82313,14,4740376.3128,338598.308057143
84837,7,2767167.8208,395309.688685714
86098,7,702839.3207,100405.617242857
88134,1,133306.4656,133306.4656
89666,4,410077.2446,102519.31115
90224,13,4559326.5273,350717.425176923
91382,3,1681379.7752,560459.925066667
94214,5,930750.2788,186150.05576
96429,4,429333.6909,107333.422725
98475,4,1081258.5632,270314.6408
99489,5,1142493.5067,228498.70134
10165,6,1555115.1563,259185.859383333
11371,8,2398754.2838,299844.285475
12626,8,1847846.731,230980.841375
18548,5,369497.9067,73899.58134
18948,7,1734968.7928,247852.684685714
22828,6,2023531.0058,337255.167633333
24862,8,1938394.921,242299.365125
25287,5,1174085.9934,234817.19868
25574,3,721630.8906,240543.6302
28043,9,2505236.1838,278359.575977778
29650,5,665302.9488,133060.58976
32373,5,1536897.977,307379.5954
32378,5,2143813.5212,428762.70424
33339,8,2011283.9737,251410.4967125
34521,10,2488636.992,248863.6992
36240,9,2419215.4107,268801.7123
38415,7,1555711.7743,222244.539185714
45716,8,2281558.2867,285194.7858375
50046,6,1536931.4188,256155.236466667
53197,5,736870.6327,147374.12654
53724,6,2774418.2404,462403.040066667
54986,3,341099.9093,113699.969766667
55358,8,1926079.0562,240759.882025
57014,2,261608.7677,130804.38385
57585,6,1189382.3225,198230.387083333
57839,7,2495937.7589,356562.536985714
57971,9,2199920.3413,244435.593477778
59714,12,3324213.0828,277017.7569
65671,5,1630309.6028,326061.92056
66265,5,927818.9314,185563.78628
68173,6,2156040.515,359340.085833333
68939,10,2677533.9298,267753.39298
70250,4,452423.6563,113105.914075
72846,5,1444329.4419,288865.88838
73670,4,1069431.32,267357.83
75275,3,299670.3535,99890.1178333333
76148,9,2718398.5027,302044.278077778
80931,10,1946697.5699,194669.75699
81621,7,2437902.2904,348271.755771429
83128,7,1261092.852,180156.121714286
83983,10,2848017.5638,284801.75638
84060,9,2133504.6249,237056.069433333
84285,6,1199640.0042,199940.0007
86721,8,2471985.3293,308998.1661625
87505,4,1145361.8048,286340.4512
87904,5,244499.196,48899.8392
88494,11,2325476.3529,211406.941172727
91204,3,939167.4822,313055.8274
91483,5,1431893.625,286378.725
92229,6,1761441.5806,293573.596766667
93260,4,1215156.5318,303789.13295
96502,8,2202999.5419,275374.9427375
96693,5,1035480.1943,207096.03886
96901,8,2262959.9234,282869.990425
11500,7,1977353.223,282479.031857143
17373,5,813378.1175,162675.6235
19714,9,2780972.9468,308996.994088889
20657,6,1710792.3827,285132.063783333
21787,5,2431585.4892,486317.09784
23349,12,2505991.8293,208832.652441667
24508,7,3255326.4049,465046.629271429
25936,11,3083845.9956,280349.635963636
26802,5,1604258.8576,320851.77152
34713,5,1899625.81,379925.162
34998,9,3194732.5396,354970.282177778
35292,8,3365557.4604,420694.68255
37895,5,727697.0742,145539.41484
38207,7,1820838.3374,260119.762485714
42570,7,1283821.7357,183403.1051
42729,7,2493463.5683,356209.081185714
45644,9,2964733.5957,329414.843966667
48518,3,1227075.3633,409025.1211
51658,9,3208301.1316,356477.903511111
52980,4,1017552.8576,254388.2144
54412,13,2955742.7828,227364.829446154
55201,7,2256730.5651,322390.080728571
55494,7,1968699.8957,281242.842242857
58840,6,802334.6555,133722.442583333
59296,8,1624125.4421,203015.6802625
61467,7,2090986.7622,298712.3946
62016,7,2079015.7253,297002.246471429
66355,7,1407611.1948,201087.313542857
71729,3,744848.0518,248282.683933333
72074,6,1715463.1197,285910.51995
72530,4,362546.1039,90636.525975
72794,6,2089612.5462,348268.7577
74412,5,982839.1572,196567.83144
74682,4,1178972.3822,294743.09555
78167,8,2127779.9653,265972.4956625
79053,7,2391649.1111,341664.158728571
80282,6,2068645.4847,344774.24745
83001,6,1075151.8592,179191.976533333
86758,3,1465912.0616,488637.353866667
88446,6,1640958.5629,273493.093816667
88776,5,1045979.0234,209195.80468
89269,6,1368233.7938,228038.965633333
89886,5,716743.619,143348.7238
91232,4,909536.1962,227384.04905
91294,7,1503141.4182,214734.488314286
11029,5,833760.2824,166752.05648
15454,8,2795602.4118,349450.301475
19692,6,1255425.7755,209237.62925
22492,6,774893.6502,129148.9417
25061,5,2615847.5658,523169.51316
25668,10,3267630.9784,326763.09784
28150,2,457776.2826,228888.1413
29925,6,1580931.1768,263488.529466667
32988,4,724877.5518,181219.38795
34344,11,3537445.5117,321585.955609091
38337,10,1783312.6412,178331.26412
39837,4,1049841.9898,262460.49745
40822,4,621462.7562,155365.68905
43535,6,1211701.9875,201950.33125
43537,6,1448339.1046,241389.850766667
46361,8,2414707.5997,301838.4499625
46945,5,1471864.5983,294372.91966
48792,15,2488573.995,165904.933
56895,8,2011395.6559,251424.4569875
62439,10,1092044.324,109204.4324
62515,3,1140586.566,380195.522
64834,4,767745.4736,191936.3684
67311,11,1847447.1886,167949.744418182
68373,6,2104553.3932,350758.898866667
69152,7,2329100.113,332728.587571429
70325,8,676546.7691,84568.3461375
70688,9,1591985.4897,176887.276633333
71408,3,980467.0518,326822.3506
73145,8,2927517.9546,365939.744325
74573,9,3442768.9875,382529.8875
76500,7,2131756.8321,304536.6903
77286,6,1674250.1312,279041.688533333
78958,6,1400387.4388,233397.906466667
79547,10,2884335.7867,288433.57867
79882,8,1296706.7735,162088.3466875
82705,6,1438025.9591,239670.993183333
86831,8,2717968.572,339746.0715
91216,5,446366.2858,89273.25716
91895,13,1938767.1432,149135.934092308
94931,6,1207986.7327,201331.122116667
98215,6,763409.2585,127234.876416667
98608,6,1693353.7807,282225.630116667
98983,5,1617327.2501,323465.45002
99823,9,2895977.5006,321775.277844445
12062,10,1239963.273,123996.3273
12885,5,758375.2192,151675.04384
14839,5,1548508.2592,309701.65184
15024,4,718219.7029,179554.925725
15973,6,1002441.2306,167073.538433333
16799,6,1237617.0068,206269.501133333
19348,10,3221084.1942,322108.41942
21252,12,3269641.2922,272470.107683333
22745,8,2066503.2772,258312.90965
24708,3,957413.8385,319137.946166667
27406,9,1661265.1398,184585.015533333
30716,5,1858845.1803,371769.03606
32552,5,1300324.9241,260064.98482
33085,7,2132693.9777,304670.568242857
33698,8,2054649.4892,256831.18615
35653,6,1496684.9871,249447.49785
37173,4,456635.4473,114158.861825
37367,4,559201.0579,139800.264475
38569,5,2251811.0512,450362.21024
39927,6,489371.9173,81561.9862166667
42796,4,1002926.7556,250731.6889
44447,5,1792355.7351,358471.14702
45447,8,2804592.9075,350574.1134375
47933,4,912663.9048,228165.9762
48136,7,1164050.2192,166292.888457143
51766,7,2253830.8655,321975.837928571
52468,8,3654939.0135,456867.3766875
53159,6,2182521.1681,363753.528016667
55807,6,1451830.9635,241971.82725
56402,5,728563.8754,145712.77508
57694,5,520564.0479,104112.80958
58950,7,954923.0144,136417.573485714
66341,6,765313.4302,127552.238366667
67697,9,2807972.0539,311996.894877778
71628,3,834475.7416,278158.580533333
73018,10,2384521.7906,238452.17906
73283,6,1704454.195,284075.699166667
74181,2,1221343.8687,610671.93435
78511,7,1935650.4964,276521.499485714
80001,8,2380336.4224,297542.0528
80093,4,1499479.2845,374869.821125
81322,9,3828332.2715,425370.252388889
81431,4,1779808.5347,444952.133675
81927,7,1122655.399,160379.342714286
82177,7,1992528.2827,284646.897528571
85378,7,1295556.1296,185079.447085714
87214,7,999656.1957,142808.027957143
87262,4,1111014.12,277753.53
87630,4,918010.1898,229502.54745
91644,6,1248191.0266,208031.837766667
92689,7,923520.6258,131931.517971429
94567,6,1968709.7473,328118.291216667
95592,5,1386365.9241,277273.18482
95634,6,1390290.253,231715.042166667
97006,6,1758358.8915,293059.81525
98317,4,735976.0769,183994.019225
11020,8,2508471.4747,313558.9343375
11981,8,1192521.1641,149065.1455125
15022,3,348352.9788,116117.6596
18320,5,1777711.3834,355542.27668
18334,7,1416530.5525,202361.5075
19935,2,267698.5626,133849.2813
20297,11,2786037.6263,253276.147845455
22255,5,823443.9964,164688.79928
25176,11,3104272.3194,282206.574490909
25366,7,1534379.6729,219197.096128571
26673,10,2710916.9164,271091.69164
29151,7,1673735.227,239105.032428571
30313,10,2778104.3666,277810.43666
31059,7,1965122.7181,280731.816871429
33865,3,1204260.883,401420.294333333
34283,5,1640018.7414,328003.74828
34519,10,2232826.7486,223282.67486
34718,5,1834791.053,366958.2106
35052,6,1663123.8774,277187.3129
35990,7,2214693.136,316384.733714286
36975,7,2141013.3275,305859.046785714
41675,2,808437.4704,404218.7352
41940,8,1531084.3361,191385.5420125
42290,5,2076280.113,415256.0226
45342,5,1612721.6034,322544.32068
45697,5,1445749.8166,289149.96332
46947,5,2031821.234,406364.2468
48075,6,1232783.9414,205463.990233333
52005,9,2639291.3474,293254.594155556
52233,8,2821409.1142,352676.139275
52498,7,2712378.9966,387482.7138
54527,9,3045552.025,338394.669444445
55095,10,2430305.6787,243030.56787
55518,10,2466695.8834,246669.58834
56470,8,1932965.002,241620.62525
57558,3,1129692.475,376564.158333333
58347,9,2091311.4378,232367.937533333
58634,15,4240000.2855,282666.6857
62329,4,1707121.3015,426780.325375
62664,8,1356448.4418,169556.055225
63417,8,2079792.1169,259974.0146125
65316,8,1554804.0357,194350.5044625
66987,6,1162181.93,193696.988333333
67938,7,1630615.0981,232945.014014286
68847,14,3005426.8148,214673.343914286
73220,3,983082.5598,327694.1866
73250,9,2153867.1816,239318.575733333
73835,4,1184942.6531,296235.663275
75553,7,2112439.3721,301777.053157143
76495,13,2975736.2733,228902.790253846
77054,4,1100196.4605,275049.115125
79138,6,2073235.9208,345539.320133333
80517,9,978163.6233,108684.847033333
82373,6,2073881.4483,345646.90805
85148,6,1464892.9596,244148.8266
85275,6,2155044.1777,359174.029616667
85356,9,2517678.1315,279742.014611111
86386,9,884833.5509,98314.8389888889
86649,10,3172917.8131,317291.78131
87970,6,1632171.0288,272028.5048
96097,3,958734.7956,319578.2652
97088,6,1864764.7134,310794.1189
99383,11,1400665.5606,127333.232781818
10104,5,2635430.758,527086.1516
10110,2,123441.0117,61720.50585
10717,5,1533690.0961,306738.01922
13946,8,2738880.0238,342360.002975
14534,6,1242264.5598,207044.0933
17234,7,2093902.5381,299128.934014286
18558,10,2807423.5286,280742.35286
19654,7,2753095.6761,393299.3823
22563,5,2580313.5104,516062.70208
22751,9,4011999.9324,445777.770266667
23301,1,150118.848,150118.848
24911,2,150945.2718,75472.6359
25237,7,1078425.6684,154060.809771429
25497,2,757354.383,378677.1915
26783,9,3033718.3118,337079.812422222
27009,5,935197.9447,187039.58894
28280,7,2185889.4688,312269.924114286
30593,7,1429010.4404,204144.348628571
33999,7,1107924.0393,158274.862757143
34357,8,1948594.4898,243574.311225
35746,5,1406877.89,281375.578
39519,6,2233580.5703,372263.428383333
40841,10,2898126.4475,289812.64475
41303,4,2282151.6978,570537.92445
41447,11,2431289.795,221026.345
43450,4,1951675.1505,487918.787625
44974,5,1166887.5668,233377.51336
46096,7,1821076.8417,260153.834528572
49404,8,1302577.933,162822.241625
51492,4,1302667.3087,325666.827175
54770,7,1352507.4524,193215.350342857
56330,8,1793253.5842,224156.698025
57424,4,1100293.2672,275073.3168
58700,6,1286830.0202,214471.670033333
59986,5,1376785.9923,275357.19846
62520,6,785378.6413,130896.440216667
65716,9,2513027.465,279225.273888889
66349,6,2194984.7654,365830.794233333
67057,5,973761.4074,194752.28148
67791,6,1456110.0275,242685.004583333
70015,4,1587274.8645,396818.716125
70598,2,282213.9504,141106.9752
70829,4,750620.958,187655.2395
71728,7,2529082.3733,361297.4819
72992,9,2072832.8895,230314.7655
73602,5,1195707.3683,239141.47366
74584,8,1886052.0191,235756.5023875
76096,2,292495.7714,146247.8857
79401,6,745362.1733,124227.028883333
79941,6,2144071.8585,357345.30975
82264,6,1365389.1094,227564.851566667
82586,10,3273621.2743,327362.12743
84685,4,1421559.5811,355389.895275
84849,9,1561997.9407,173555.326744444
85281,5,1519597.6682,303919.53364
85561,5,1660853.0052,332170.60104
86570,7,2094739.8832,299248.554742857
86676,7,986759.107,140965.586714286
87045,5,1541354.3164,308270.86328
89457,4,1919352.991,479838.24775
90248,8,2361319.0866,295164.885825
94354,5,1028333.1829,205666.63658
94710,4,1009236.0032,252309.0008
94814,9,3714075.387,412675.043
98035,7,2101429.6812,300204.240171429
11254,4,1170754.9883,292688.747075
11260,8,2278870.461,284858.807625
14938,7,1483932.6446,211990.3778
15437,9,1141219.2944,126802.143822222
17909,4,1127705.5944,281926.3986
18316,11,2191280.143,199207.285727273
19981,7,2118244.5918,302606.370257143
20308,1,369467.4048,369467.4048
23118,7,1924869.9001,274981.4143
23242,8,3016280.8521,377035.1065125
26964,8,2072271.8417,259033.9802125
28344,14,3228139.0381,230581.359864286
29912,5,1559767.741,311953.5482
32674,9,2386908.4128,265212.045866667
34121,6,1310043.6746,218340.612433333
34844,7,2178140.3932,311162.913314286
45908,9,1845160.6877,205017.854188889
45969,10,1696982.2878,169698.22878
47757,8,2524055.5069,315506.9383625
49510,8,1600521.1363,200065.1420375
51101,5,1262423.8704,252484.77408
51913,8,1963380.4079,245422.5509875
51945,5,1820298.8454,364059.76908
52546,9,2459583.9522,273287.1058
53203,9,1519783.8543,168864.8727
53323,6,2805017.3315,467502.888583334
59389,3,498105.2905,166035.096833333
61821,7,1736704.2595,248100.6085
64739,6,2656534.114,442755.685666667
65595,8,2915191.7048,364398.9631
66482,7,2685444.0684,383634.866914286
66588,9,2135003.7371,237222.637455556
70323,6,1332763.516,222127.252666667
70890,9,2500678.4379,277853.159766667
70979,9,2097415.9684,233046.218711111
71331,5,929876.7508,185975.35016
72179,6,2699392.3235,449898.720583333
72975,5,743669.0439,148733.80878
73391,7,1706821.6168,243831.659542857
75206,7,2191177.0872,313025.298171429
76147,9,2038097.2392,226455.2488
76577,7,1646895.132,235270.733142857
77801,7,1602658.6966,228951.242371429
77979,7,2459918.107,351416.872428571
84909,5,1665815.1501,333163.03002
85155,3,1144706.1758,381568.725266667
85902,5,967696.1968,193539.23936
86234,8,1483397.9641,185424.7455125
87988,7,2205534.996,315076.428
88158,8,2952978.4493,369122.3061625
88911,9,2649158.1292,294350.903244444
89490,5,1337286.2386,267457.24772
89825,14,3633689.8086,259549.272042857
92609,9,2375616.712,263957.412444444
97064,5,958350.0409,191670.00818
98018,10,3278296.8392,327829.68392
99730,7,1013945.0776,144849.2968
10039,3,1036674.7624,345558.254133333
13560,3,1451354.9822,483784.994066667
15980,7,1097136.9452,156733.849314286
17931,9,2126558.545,236284.282777778
21164,5,1259197.5288,251839.50576
26514,3,1009801.6344,336600.5448
27876,11,2237756.8209,203432.438263636
28967,11,1820254.5059,165477.682354545
30195,5,1169865.0876,233973.01752
30735,5,1318747.0614,263749.41228
33597,7,654950.5697,93564.3671
34383,9,2296920.0192,255213.335466667
37704,10,2817734.1484,281773.41484
40714,7,2031338.7216,290191.245942857
45702,8,2658155.0484,332269.38105
46516,11,3575028.6097,325002.600881818
49674,6,1705431.6083,284238.601383333
53436,5,1924991.3024,384998.26048
53965,5,454258.7141,90851.74282
54279,13,4012512.5204,308654.809261539
54850,8,3308413.6741,413551.7092625
57953,3,1058847.8222,352949.274066667
58344,6,1569210.0373,261535.006216667
60812,5,1781615.804,356323.1608
65675,6,1283876.3313,213979.38855
67001,5,854835.8156,170967.16312
67201,2,288254.8134,144127.4067
72615,12,4900077.7603,408339.813358333
81432,3,467370.485,155790.161666667
81762,5,1741824.5639,348364.91278
82319,7,2975017.3466,425002.478085714
82474,9,2817496.5968,313055.177422222
83135,4,523597.3907,130899.347675
83450,3,828575.2512,276191.7504
85103,5,1535368.7229,307073.74458
85334,8,3064787.7193,383098.4649125
87207,4,1579973.4319,394993.357975
89290,4,1410422.3518,352605.58795
89354,5,1482299.4494,296459.88988
89814,5,1863209.368,372641.8736
90541,2,581206.548,290603.274
90587,6,1512834.1921,252139.032016667
91239,6,1443014.529,240502.4215
93905,6,859095.5334,143182.5889
94679,4,1238853.9393,309713.484825
95857,4,2547678.8146,636919.70365
96918,4,1270778.6721,317694.668025
97474,9,2010117.8824,223346.431377778
98707,5,829443.0968,165888.61936
10176,2,166183.6764,83091.8382
10517,6,1207016.9734,201169.495566667
11583,4,1151929.7087,287982.427175
18388,5,1207017.0124,241403.40248
26955,7,1534907.0728,219272.438971429
28509,7,2298717.9129,328388.273271429
29749,7,1840604.7494,262943.535628571
30311,4,1769380.7052,442345.1763
32493,7,1572586.4785,224655.211214286
32719,3,548823.7857,182941.2619
33328,8,2202520.1456,275315.0182
35495,10,2992640.591,299264.0591
37908,5,855668.9166,171133.78332
38585,5,1525094.1194,305018.82388
39124,10,2710702.2195,271070.22195
39522,3,564919.9728,188306.6576
41156,8,1549749.0161,193718.6270125
42503,7,1515458.0436,216494.006228571
43478,5,1597016.0659,319403.21318
45219,2,318468.5272,159234.2636
45234,6,460285.3694,76714.2282333334
47251,4,694878.8107,173719.702675
50714,5,1469879.1368,293975.82736
54475,8,1447107.5358,180888.441975
54895,8,3051600.4164,381450.05205
55360,11,1747627.6905,158875.244590909
57078,9,2488051.4701,276450.163344445
61964,11,2491851.7317,226531.975609091
64365,7,2614207.3959,373458.199414286
64983,6,1169410.5941,194901.765683333
66061,11,2696248.1901,245113.471827273
66821,2,1268351.274,634175.637
68103,10,2432571.3916,243257.13916
68331,9,2225212.1733,247245.797033333
68478,9,2082284.0653,231364.896144445
69794,3,454412.8524,151470.9508
69920,5,1174570.2806,234914.05612
70751,5,1994320.3151,398864.06302
70940,14,4566016.8086,326144.057757143
72040,6,1447352.2451,241225.374183333
73076,8,908356.0823,113544.5102875
79778,4,786195.5278,196548.88195
88114,5,913363.3197,182672.66394
88777,4,1281335.689,320333.92225
89296,7,2582771.2454,368967.320771429
90268,6,1704977.7449,284162.957483333
90510,9,2579825.3774,286647.264155556
92308,6,1721074.8445,286845.807416667
93478,6,1731805.004,288634.167333333
94508,6,1752900.9281,292150.154683333
94525,7,3558728.271,508389.753
95125,11,2500076.5748,227279.688618182
95803,5,1737546.8271,347509.36542
97132,5,627590.5728,125518.11456
11437,8,2620323.9021,327540.4877625
12083,13,3577267.2818,275174.406292308
12132,7,1194427.8432,170632.549028571
12162,5,2025207.4236,405041.48472
12960,8,1988082.9456,248510.3682
15600,7,2092497.1548,298928.164971429
17404,6,1335811.5107,222635.251783333
17811,4,653314.0795,163328.519875
18014,7,1723020.4804,246145.782914286
18511,10,2428322.1254,242832.21254
18959,6,1618590.8347,269765.139116667
20886,8,3058601.1054,382325.138175
21653,5,1318555.4793,263711.09586
22680,4,1369052.8796,342263.2199
23019,3,800535.9483,266845.3161
23380,9,2838085.0351,315342.781677778
23516,6,1253993.7735,208998.96225
27979,8,1990525.6614,248815.707675
29598,6,1270498.2454,211749.707566667
31599,8,1780750.7016,222593.8377
33553,5,1461878.2062,292375.64124
33877,3,468250.9425,156083.6475
34835,4,516806.5802,129201.64505
35797,8,2015109.6562,251888.707025
40251,4,281524.6157,70381.153925
41078,7,2049489.0225,292784.146071429
46445,9,2339265.6412,259918.404577778
59660,9,1621459.7751,180162.197233333
60106,10,1576533.6416,157653.36416
61369,12,2815570.4065,234630.867208333
63287,7,1451161.7755,207308.825071429
64821,5,2180905.5978,436181.11956
69330,8,3326910.9935,415863.8741875
70999,3,913196.4682,304398.822733333
71042,8,2041487.6054,255185.950675
71432,3,712939.5672,237646.5224
72024,6,673665.5612,112277.593533333
75374,5,1217514.3833,243502.87666
75775,2,321901.7094,160950.8547
78522,7,1633566.1635,233366.594785714
79332,2,295099.6325,147549.81625
81736,11,4120634.6615,374603.151045455
86089,9,1470014.4183,163334.935366667
87778,6,345881.0321,57646.8386833333
89580,7,2947077.0512,421011.007314286
89702,5,1942414.8119,388482.96238
90225,6,1303705.5236,217284.253933333
